file_name,labeled_class,predicted_class,prediction_confidence,image_url
training_01-whole_0710.jpg,None,beach wagon,0.27387741208076477,https://lh3.googleusercontent.com/dsX33HLj6NASUksw1kkDg0KqvullO3nuPQrKwHj2lzHAdeFXHmXcbf81NLexumyOjxeCMK1buKrFBNRV9TkcHEB42Zr27w
training_01-whole_0720.jpg,None,sports car,0.8236920833587646,https://lh3.googleusercontent.com/5keQXyZDtfs6E2aargz2Kxnq9oouvZbHTP0M_lFlOZcGpQPh6ZESrAPaz6sjFZp-4-lw2qyDuVfZJz6_wYE435fSikvzZNE
training_01-whole_0217.jpg,None,sports car,0.5304958820343018,https://lh3.googleusercontent.com/pkA-BtS1qNXA1_PNE2q2VAOWL9odxbqZV63OrwAAIQNM7Dy2PbJkwNNoaCW0v5xFE3Uv3vu34JYDMO_2XB3E3TX-Pdcl1w
training_01-whole_0161.jpg,None,sports car,0.8767468929290771,https://lh3.googleusercontent.com/1Rq_JouvgoYOls6yVSn5CBRFkhrVwthDzjufexBYanUiZKTch02qFaZKxkYszMjmXIQV-pe1lACd9qqEK-r8USCJLDUaFQ
validation_00-damage_0210.JPEG,Major,sports car,0.267999529838562,https://lh3.googleusercontent.com/BNHsL8OP9tJ7p0cGQ4TfCM8TUKjy-y6aU-tzjLlFdTKLXkwKJq3i0QAAT465P7qaq4TN3FRMDA5GBf6N390rlVHenSnt
training_01-whole_0012.jpg,None,sports car,0.496732622385025,https://lh3.googleusercontent.com/vx9DMO16J-owtR0z6NKlqSbYmlFRabzsYId2Fe3X18t1cw0GqdrYQh22mOaSAQZu495iaTvAc9vQtX05mZA_ymS4Fzr4Nto
training_01-whole_0418.jpg,None,pickup,0.9031439423561096,https://lh3.googleusercontent.com/paft9CwQnarW6tEbgTLwoNbtzQQMmv2iKMO8IRcQXONOLF_axEyP0HlK6j9zxI8Z9ANJww4CMZdkcks3geruF-RFUwZ-zZA
training_00-damage_0419.JPEG,Major,beach wagon,0.4720568060874939,https://lh3.googleusercontent.com/HCBcEJvqzwqzRBHVQ0_1asxnmyIPkBo6NMj58cutuHbNOrYhXvvmCPwmPcAuoY_xEooRAgmwdwwGKJdhUbvckq3v4unfrcE
training_01-whole_0049.jpg,None,sports car,0.6462992429733276,https://lh3.googleusercontent.com/_ySUCpfpCbEt98hCVMHBNmWV8F3mZfYrmeKo0lvDO93V4K2pEgOZpqwO4y3NfTpqaSjYrg6nILkFMscdXyPW98RAvaxCSqo
training_01-whole_0205.jpg,None,sports car,0.9013936519622803,https://lh3.googleusercontent.com/zcIJLaFGYaumKHRIIkl857a083360mgVGpcVG367mYowcEysAqBKovE3Cndiss9Xa4FdCzlKm-3qc9j_NeW2etmhA9QdNg
training_00-damage_0333.JPEG,Major,minivan,0.5440463423728943,https://lh3.googleusercontent.com/WzWFT9D-eQBNZJNZL0TeYX2lcRrDGi6ZE-hKTNnsMILiCkmyx1Emm_EeHlLP08UA3BRmn-RVy_GWs_JTrnlm9R2uYpTdAQ
training_01-whole_0601.jpg,None,sports car,0.7763962149620056,https://lh3.googleusercontent.com/CI1pOqwV_vBbzNPzALc1eToapv2zhynxIf6tqPmAgXDH2X5lS_rxva679zb1h3sTTrNqe1ctGzMV9jkfEGrEh0BiC89w
training_01-whole_0407.jpg,None,sports car,0.9790821075439453,https://lh3.googleusercontent.com/AAMF1Y7TxcyA7rM9yWEP6_enlhAGce1dhkG8_QX82p9SN1TasvLl_2RVxi9HToPVq_FemW2GBO8tJTL01U8-UGU9F9wa
training_01-whole_0668.jpg,None,sports car,0.8512426614761353,https://lh3.googleusercontent.com/bOnGicQRxDZwnMrTahf2GqmTzMYnPMjus6OO6_XUL06Yejl9QX2pdzlrtj0yulCgoKKl_FifpWYXwAckfG7oUxVC0qGfbw
training_01-whole_0071.jpg,None,sports car,0.5900011658668518,https://lh3.googleusercontent.com/YgL27ypMjxqHnTjpLizWwHyaEY6FtG7W956SxZ7ifgMYart8r0YperZazi8hVQ1xH0LRYgou5P1BviKAGe0wK70JnKL7mg
training_01-whole_0083.jpg,None,convertible,0.5153781175613403,https://lh3.googleusercontent.com/mZJ8syG3qfajzkvjeQgRgj07WtzV2mOqwqIOMLy-pbt4uZ3TJqnSasR2tN0ccIMP_pgMeyxmtcYl7T90FzX5Yf6fu9Cdqw
training_00-damage_0263.JPEG,None,minivan,0.5754804611206055,https://lh3.googleusercontent.com/A5ipyLY_wEMyipJp6YeCX6ki0HqdVRwRjIHmLaQjYhfq3GACep-QLLgjPhaaArL5ECpJpCvCyAJ3dntUx3TaaG7NG_Dt-94
validation_00-damage_0083.JPEG,Major,lawn mower,0.32005149126052856,https://lh3.googleusercontent.com/YE3-a-GOiZZF__0vZulKBtgel4qgXDz_ZF7hlpDCnsG5QDPJzh5SFLvCzfjgfCqvPVZtfONcy-j43W8wK-0r08X9sIvST5I
training_01-whole_0579.jpg,None,convertible,0.8623439073562622,https://lh3.googleusercontent.com/gKtKbZhNDt7uBFFR1lDJz1JRzp6GqxZyhOxzKBOZc4eLErBRKmB-dL5OC43qWxvUfV19xb-DZZGTOrdh_JnK71EM2D4ecg
training_00-damage_0657.JPEG,Major,convertible,0.3974010944366455,https://lh3.googleusercontent.com/Axtk3JC9WCUKBVrcfCYwNPXAX2GgfNBADFLKTKNhSzb_PSaRPSB05TfoxOkeLmoXVz0IKJnhV-E4iLDHvC9uWFrDhT49
training_01-whole_0756.jpg,None,minivan,0.3394174873828888,https://lh3.googleusercontent.com/oFSbtc2x2hqNq1Sglc3ykhuLRjMgz3kSqdMaEaBh-wYnU3sgl12sju8_VTaxn2fHzMQnNJa3LAlTBA2fTsZdd4OydW6j-Q
training_01-whole_0866.JPEG,None,pickup,0.22618409991264343,https://lh3.googleusercontent.com/SulpdzpOI9Kqwkgjy7r-V-dIA767uzzgJgViMkms1kG2TNOtHdQ1mC-7gJOhQfjrdUg23aYaoB2w_S3cyGCp9tlt4wIH
training_01-whole_0389.jpg,None,minivan,0.33667245507240295,https://lh3.googleusercontent.com/uX9Hv84SlNg9Fsrxqy8a5DhWoxsvY4iE_Ql4xj3P2kuQMVH0ayA7a3XmPAaoW4SufkpOKrGweIKGdokSJ5zbZ5dvdC3r
training_00-damage_0536.JPEG,Major,minivan,0.1525713950395584,https://lh3.googleusercontent.com/DoFlKiBl18Yd6DC4eUwVQbJvYdBDhxIu22Tpvpd87HpuzCWcxJ6gZTyPW5a1Tvuz2X8WSvDmK0ipz38LA3SfmwSCnrGwU9k
training_00-damage_0524.JPEG,Major,convertible,0.2638401985168457,https://lh3.googleusercontent.com/iK_Vn7mKV2I7BVuOCwE0gO3FxK_SYhkFg21w1DIOqKHHxVpbNp0dAPI685N5Cn0274Tg8M1y5ZBOjniauBAb-k0qFckF
training_01-whole_0544.jpg,None,sports car,0.7294047474861145,https://lh3.googleusercontent.com/xTMrY-wxuWLsE-ZLmfDAOqT48PCe55_vAMRAXNlZ-cUhzJlWKpPAkh-zp1-pNcnNy_kddFoHv78dPEhJYu3gYjQt5Zg6uZI
validation_00-damage_0046.jpeg,Major,tow truck,0.22112524509429932,https://lh3.googleusercontent.com/kzogHmVtJgnD5v_zMOTqFwuVXOcz7UdcGY4gvuhP_feYxVa518wm_qmpSsBZ_JD8VsgaayIF9RJKEq08mJDtK18XqSP4
training_01-whole_0761.jpg,None,minivan,0.3417835235595703,https://lh3.googleusercontent.com/asFkl4T4gPK96Q2p8opNKUBE2kbQXg1TB5hmkI97wInIZ0qb0LfA3JvtYMwK_EwYrFteI41RG0Ndz8fyHSFNa-tvIgx0jUc
training_00-damage_0135.JPEG,Major,cab,0.19418728351593018,https://lh3.googleusercontent.com/m9fWi2-56hXkUc5VdyqjagDaBNSHhenF6BiebOFcuQJVV7iNJGW4ps_QsMZtHNIcaq-o5RKSx_c9ODy5-nc6a7l45xbt
validation_00-damage_0052.JPEG,Major,beach wagon,0.18586818873882294,https://lh3.googleusercontent.com/eAa1NG0qKS1rYgO6WNC2BldbW8ZNsT8gm_ltU-O9vyOodIh0whSptet_dAtuA-U7JdVd7w-pbzqZFdvWn2AzPBlU8E8D-A
training_01-whole_0030.jpg,None,sports car,0.9030673503875732,https://lh3.googleusercontent.com/BG1cQULsrWhOntG1IRWBpeVDOUGeRh-GSBgufB4kTInp8WLVGg_YA6PdfSwpNcDKJehc3B01c5m-NftePII-uuPD6lKe1w
training_00-damage_0862.JPEG,None,limousine,0.415120005607605,https://lh3.googleusercontent.com/BZkGYWEX9m6qZRq9V0zZckTuJnuDHizE0BoWv6oYwe8HftyJkkjYOE4pR6xuLh7ItkMKn68Yx9CK3WoPN-2Mt1IWerhGOw
training_01-whole_0697.jpg,None,convertible,0.9661368727684021,https://lh3.googleusercontent.com/Hz4OBNeYYN3p0Il9nfrfekR87MtUZCBY_JEygPtofwZ5iaTnRiZiRW-Jt4syNwru8Cr_UKgGe4v29lmdWHYlmzfWVTV4UvU
validation_01-whole_0183.jpg,None,sports car,0.6748519539833069,https://lh3.googleusercontent.com/70FRA7BCHlaAw8HjOPk7Yt7yflnSB8QyE1iltI_LOg0EKsx96BSsjTHP2yzsB8Sezgtm_JpHnXTtQQct-ze9a-BYs5f0
training_01-whole_0612.jpg,None,sports car,0.8979113101959229,https://lh3.googleusercontent.com/s89xMmeAmcbE9J4ptR7OsjjkhE87qqBQ-ndpRrfwC9dPleM4ZzsRjDjEjiRLyZQZfWx9UlQ8zh8paFCOPaxs_hObQIq8uQ
training_00-damage_0909.JPEG,Major,Model T,0.13736270368099213,https://lh3.googleusercontent.com/xnMlHnQETdaJrOB-kNPhO_N2GOtdFAc_KAaGGDVBbYh3fWvQgrpv2lwfQgscRahiobmp7j2jfwZMccKnZZx_On925T4JBw
training_01-whole_0237.jpg,None,pickup,0.42876136302948,https://lh3.googleusercontent.com/chx12fIDB2OnzUXT2X3JyDeh0l6YVtmyB3eHQNXXrPBXBJZMBtYICqmndgWWUQnFgVvJVlORR3KaKSg-wvw_loBvQ8TCJ1M
training_00-damage_0601.JPEG,Major,solar dish,0.25116872787475586,https://lh3.googleusercontent.com/f3EVDRIcVeL4QUzdJsyudXjc87U_6evMwX-q6aKR59XfSdwkUx0t_d2njxnoSdEq-0UPT376G2sW9MvzG9wrS8Of5kgKvw
training_00-damage_0078.JPEG,Major,neck brace,0.08778766542673111,https://lh3.googleusercontent.com/3xyQnnSn6Dx4y4qWxdiCiJL3WUPO2g1rT6uLsLavnL3IPsuF9jU8QEv-PW9vfPZSjCU5oWS7feIKUT9E5JXqtKy6IrAk
training_01-whole_0640.jpg,None,convertible,0.6312212347984314,https://lh3.googleusercontent.com/gTbG3rFXTiFl65FlhkSov3K-IAjiJvj-jMvptYv3H7qzeTdDtHAcXj9oY8lsr5etinyObhHHCSlzJUVpUiZQUDWpI7kH
training_00-damage_0507.JPEG,None,sports car,0.6546242237091064,https://lh3.googleusercontent.com/GFpd7e2OYgdkCTHshYF2aQcCBfMt6XrD2ohf7JZQK2Ksz_Tdl9O93GzlL7HOPGAWFfzrVq6MgT3NFg5kpXQQUoopGZHS-CA
training_01-whole_0089.jpg,None,limousine,0.817537248134613,https://lh3.googleusercontent.com/h8DWvbpk9kv429YAB-bLIn2NppeiiHrHxvSIkGwCXugaUA8erISMbFGkqlb5d6CLA9TbdABgMaUAMFeofED-t8rSXMdx
